date,n_articles,avg_negative,avg_neutral,avg_positive,close,next_close,next_day_pct,direction
2022-06-30,18,0.1784,0.6363,0.1853,134.03,136.2,1.6164,UP
2022-07-01,19,0.1823,0.7121,0.1056,136.2,138.77,1.8931,UP
2022-07-05,5,0.3857,0.3763,0.238,138.77,140.11,0.9607,UP
2022-07-06,13,0.4236,0.531,0.0454,140.11,143.47,2.4,UP
2022-07-07,16,0.1348,0.6974,0.1678,143.47,144.15,0.4715,UP
2022-07-08,16,0.0599,0.7439,0.1962,144.15,142.02,-1.4758,DOWN
2022-07-11,4,0.0643,0.8968,0.0389,142.02,142.99,0.6834,UP
2022-07-12,15,0.0889,0.7305,0.1806,142.99,142.63,-0.2536,DOWN
2022-07-13,22,0.2542,0.5191,0.2268,142.63,145.55,2.0482,UP
2022-07-14,19,0.1854,0.6315,0.1831,145.55,147.21,1.145,UP
2022-07-15,23,0.1123,0.6938,0.1939,147.21,144.18,-2.0643,DOWN
2022-07-18,5,0.0228,0.8669,0.1102,144.18,148.03,2.6722,UP
2022-07-19,21,0.1685,0.5596,0.2719,148.03,150.03,1.351,UP
2022-07-20,26,0.2379,0.5368,0.2253,150.03,152.29,1.5094,UP
2022-07-21,26,0.1773,0.6325,0.1903,152.29,151.06,-0.8111,DOWN
2022-07-22,15,0.1171,0.6121,0.2708,151.06,149.94,-0.7398,DOWN
2022-07-25,8,0.1444,0.6988,0.1568,149.94,148.62,-0.8826,DOWN
2022-07-26,25,0.1545,0.7344,0.1111,148.62,153.7,3.4234,UP
2022-07-27,19,0.3214,0.5137,0.1649,153.7,154.25,0.3572,UP
2022-07-28,14,0.2317,0.5756,0.1927,154.25,159.31,3.2793,UP
2022-07-29,28,0.2212,0.545,0.2338,159.31,158.33,-0.6154,DOWN
2022-08-01,4,0.2492,0.7117,0.0391,158.33,156.86,-0.9287,DOWN
2022-08-02,17,0.0942,0.6996,0.2062,156.86,162.86,3.8248,UP
2022-08-03,20,0.3897,0.4059,0.2044,162.86,162.55,-0.1926,DOWN
2022-08-04,14,0.1716,0.7257,0.1027,162.55,162.32,-0.1389,DOWN
2022-08-05,18,0.1224,0.772,0.1056,162.32,161.85,-0.2903,DOWN
2022-08-08,7,0.1281,0.6832,0.1887,161.85,161.9,0.0303,UP
2022-08-09,11,0.1755,0.7353,0.0892,161.9,166.14,2.6194,UP
2022-08-10,20,0.1797,0.7164,0.1039,166.14,165.4,-0.4432,DOWN
2022-08-11,13,0.245,0.6231,0.1319,165.4,168.95,2.1426,UP
2022-08-12,19,0.0311,0.645,0.324,168.95,170.02,0.6334,UP
2022-08-15,5,0.2062,0.7442,0.0496,170.02,169.86,-0.0924,DOWN
2022-08-16,13,0.1719,0.7,0.1281,169.86,171.35,0.8785,UP
2022-08-17,23,0.2367,0.572,0.1913,171.35,170.96,-0.2291,DOWN
2022-08-18,23,0.2458,0.637,0.1172,170.96,168.38,-1.5102,DOWN
2022-08-19,13,0.1298,0.6514,0.2188,168.38,164.5,-2.303,DOWN
2022-08-22,7,0.0296,0.8284,0.1421,164.5,164.17,-0.2029,DOWN
2022-08-23,13,0.0687,0.6658,0.2656,164.17,164.46,0.1794,UP
2022-08-24,24,0.2197,0.5495,0.2308,164.46,166.92,1.4923,UP
2022-08-25,13,0.0561,0.6122,0.3318,166.92,160.62,-3.7699,DOWN
2022-08-26,7,0.1708,0.766,0.0632,160.62,158.42,-1.369,DOWN
2022-08-29,3,0.025,0.9001,0.0749,158.42,156.0,-1.5306,DOWN
2022-08-30,26,0.2888,0.5341,0.1771,156.0,154.34,-1.0635,DOWN
2022-08-31,16,0.2305,0.6371,0.1324,154.34,155.07,0.4707,UP
2022-09-01,13,0.249,0.6887,0.0624,155.07,152.96,-1.3611,DOWN
2022-09-02,26,0.1398,0.767,0.0932,152.96,151.7,-0.8215,DOWN
2022-09-06,5,0.0407,0.8766,0.0827,151.7,153.1,0.9254,UP
2022-09-07,20,0.299,0.4741,0.2269,153.1,151.63,-0.9618,DOWN
2022-09-08,14,0.2615,0.6269,0.1115,151.63,154.49,1.884,UP
2022-09-09,28,0.1377,0.6045,0.2578,154.49,160.44,3.8508,UP
2022-09-12,2,0.1217,0.7517,0.1265,160.44,151.02,-5.8679,DOWN
2022-09-13,13,0.2065,0.6589,0.1346,151.02,152.47,0.9555,UP
2022-09-14,24,0.1919,0.5843,0.2237,152.47,149.58,-1.893,DOWN
2022-09-15,32,0.313,0.5702,0.1169,149.58,147.94,-1.096,DOWN
2022-09-16,24,0.1634,0.6176,0.219,147.94,151.65,2.5083,UP
2022-09-19,2,0.0707,0.8821,0.0472,151.65,154.03,1.5665,UP
2022-09-20,20,0.4006,0.5386,0.0608,154.03,150.9,-2.0268,DOWN
2022-09-21,21,0.2481,0.626,0.1259,150.9,149.94,-0.6375,DOWN
2022-09-22,11,0.0641,0.7088,0.2271,149.94,147.67,-1.5124,DOWN
2022-09-23,24,0.1665,0.6799,0.1536,147.67,148.01,0.226,UP
2022-09-26,5,0.0771,0.6992,0.2237,148.01,148.98,0.6566,UP
2022-09-27,26,0.2153,0.5706,0.2141,148.98,147.1,-1.2652,DOWN
2022-09-28,17,0.1263,0.6078,0.2659,147.1,139.87,-4.9119,DOWN
2022-09-29,29,0.4577,0.3952,0.147,139.87,135.67,-3.004,DOWN
